question,answer,confidence_score,verbal_confidence
Who is the author of the 'Harry Potter' books?,j k rowling,0.8644018754476392,I am likely correct
In which decade was the BBC's current affairs programme Panorama first broadcast?,1950s,0.8280675566926341,I am likely correct
Which torture chamber was invented by George Orwell?,room 101,0.7459834230964779,I think this is correct
Hamilcar Barca was the father of which famous general?,hannibal,0.7998083482482782,I am likely correct
"""Which actor, who died in 2011, became famous when portraying a TV character who became a household name in the 1970's? The actor won 4 emmys for his TV role and was nominated for film oscars for his parts in """"Pocketful of Miracles"""" and """"Murder Inc."""".""",peter falk,0.6075082458639579,I think this is correct
Where is the European Court of Human Rights?,strasbourg,0.8755512445040915,I am likely correct
Brenda Ann Spencer’s justification for opening fire at a San Diego school on January 29th 1979 inspired which song by The Boomtown Rats?,i don t like mondays,0.47568521365680716,I am unsure
Which semi-aquatic carnivorous mammal of the weasel family has only two living species: the American and the European?,mink,0.6805039827050556,I think this is correct
British band Lindisfarne had a 1971 hit album entitled ‘The Fog on the ‘where’?,tyne,0.7869486983833139,I am likely correct
"Saint Fidelis Church, otherwise known as The Cathedral of the Plains, is located in which US state?",kansas,0.7470840839429091,I think this is correct
K is the chemical symbol for what?,potassium,0.8218925009272907,I am likely correct
What country lies to north of the Republic of Chad?,state of libya,0.7120227267935243,I think this is correct
Who hosts the ITV show 'Take Me Out'?,paddy mcguiness,0.7917771674798898,I am likely correct
Who wrote the novel ‘The Prime of Miss Jean Brodie’?,muriel spark,0.7305142713154791,I think this is correct
"""Which island is/was politically divided by the """"Attilla Line""""?""",cyprus,0.6566068012584506,I think this is correct
In January 2013 Novak Djokovi and Victoria Azarenka won the respective men's and women's titles in which Championship?,australian open,0.6945352516523045,I think this is correct
Charcot-Marie-Tooth disease is an inherited muscle wasting disease affecting which part of the body?,legs,0.8198369703679402,I am likely correct
What was the largest passenger ship by gross tonnage when she took her maiden voyage on 4 June 2006?,freedom of seas,0.6968317717599518,I think this is correct
"What red fruit-juice-based drink whose name alludes to energy was first produced by John Noel Nichols in Manchester, 1908?",vimto,0.6613098049275415,I think this is correct
What is the more common name for atmospheric vapour frozen in a crystalline form,snow,0.7265372327199833,I think this is correct
What word is given to a point in tennis which has to be replayed?,let,0.7533573080664117,I am likely correct
What was the name of the island where Nelson Mandela was imprisoned for 18 years?,robben island,0.8241912999358798,I am likely correct
Where in the body is the zygomatic major muscle?,cheek,0.839510927852323,I am likely correct
The bitter 19th century rivalry between paleontologists Edward Drinker Cope and Othniel Charles Marsh during their search for dinosaur fossils is usually described with what 2-words?,bone wars,0.6059422223667272,I think this is correct
Which opera by Borodin features the Polovtsian Dances?,prince igor,0.8146099845708222,I am likely correct
What is an orthodox Mahommedan sect whose name derives from a body of traditional teaching which has equal authority with the Koran?,sunni,0.7331784869145166,I think this is correct
"In 1968, which group recorded the L.P. ‘The Village Green Preservation Society’?",kinks,0.650005576806759,I think this is correct
Which Czech tennis player knocked out Andy Murray in the fourth round of the Men's Singles at the French Open?,thomas berdych,0.6856068050480105,I think this is correct
Who gave Harry Potter his first kiss?,cho chang,0.6574486812543053,I think this is correct
"According to L Frank Baum's 'The Wonderful Wizard of Oz', the Road to the City of Emeralds is paved with what?",yellow bricks,0.8260265841877842,I am likely correct
What Latin-languages term informally refers to a chaplain in the armed services?,padre,0.7507670997549073,I am likely correct
"On the London Underground, which is the only line to connect at some point with every other line on the system?",jubilee line,0.7661779362063583,I am likely correct
To what office in the USA was Henry Kissinger appointed in 1973?,secretary of state,0.852180307069086,I am likely correct
"The city of Nizhny Novgorod was, from 1932 to 1990, named for which writer who was born there?",gorky,0.7589271634886218,I am likely correct
Basutoland changed its name in 1966 to what current name?,lesotho,0.84106957127912,I am likely correct
Sandygate Road football and cricket stadium is in which English city?,sheffield,0.7756649330016302,I am likely correct
"The first session of the United Nations General Assembly was convened in January 1946, in which city?",london,0.8265422711589111,I am likely correct
The name of which Spanish city is in the full title of Costa del Sol Airport?,málaga,0.8017992569017085,I am likely correct
What is the name of Terence and Shirley Conran's dress designer son?,jasper,0.8024239932689472,I am likely correct
What is the name of the character played by Nicole Kidman in the film 'Moulin Rouge'?,satine,0.6434573575259054,I think this is correct
Sherlock Holmes was proficient in which fictional martial art invented by Sir Arthur Conan Doyle?,baritsu,0.7203638555932882,I think this is correct
What is the name of the line that darts players stand behind to throw?,oche,0.6388024563087611,I think this is correct
Ferrybridge Services are located on which UK motorway?,m62,0.7403802881378713,I think this is correct
"Written by Earl Derr Biggers in 1925, 'The House Without A Key' was the first novel to feature which Chinese- American detective?",charlie chan,0.6795398819344307,I think this is correct
"Weighing-in at up 48 stone, who wrestled under the ring-name Giant Haystacks?",martin ruane,0.7458105629498316,I think this is correct
"Which 19th century British novelist, who worked as a Surveyor for the Post Office, was reputedly instrumental in the introduction of the pillar box in 1852?",anthony trollope,0.5606369428822582,I am unsure
Marc Bolland has announced that he is to stand down as Chief Executive of which Major High Street Store?,marks and spencer,0.6958209779861255,I think this is correct
Which organisation uses barbed wire and a candle as its symbol?,amnesty international,0.6726024951040827,I think this is correct
In 1914 a paleontologist suggested that what legend might have originated from Greeks interpreting the nasal cavity in the skull of prehistoric dwarf elephants as a large single eye-socket?,cyclops,0.6302515551171068,I think this is correct
"""Who played Vyvyan, a psychotic punk metal medical student with orange-dyed & spiked hair and four metal stars embedded in his forehead, in the UK TV series """"The Young Ones""""?""",adrian edmondson,0.7443839821296542,I think this is correct
Who was the British Prime Minister at the time of Queen Victoria's ascension to the throne?,lord melbourne,0.6492764681295042,I think this is correct
Ecuador has a border with Peru and which other country ?,colombia,0.8298101706937315,I am likely correct
The names for the satellites of which planet are chosen from characters from the works of William Shakespeare and Alexander Pope?,uranus,0.6543109499600718,I think this is correct
Which Booker Prize winning novelist wrote the Advertising slogan 'That will do nicely' for American Express?,salman rushdie,0.6798314140614787,I think this is correct
Which Aztec ruler was deposed by Cortez?,montezuma,0.7184500100154683,I think this is correct
Who was the star of the 1940 satirical film 'The Great Dictator'?,charlie chaplin,0.8194508995088741,I am likely correct
In the 1856 novel by Flaubert what was Madame Bovary’s Christian name?,emma,0.8210486902817232,I am likely correct
What is the stage name of double act 'Ian and Janet Tough?,krankies,0.7813211227772008,I am likely correct
"""""""Getting to Know You"""" is a song from which film?""",king and i,0.5383248502004996,I am unsure
Brass is an alloy of what 2 metals?,copper and zinc,0.8071814853196289,I am likely correct
How many hundredweight are in a UK ton?,20,0.8486968218880692,I am likely correct
What was the realm of the gods in Norse mythology?,asgard,0.7630544638989031,I am likely correct
Of which African country is Niamey the capital?,niger,0.7900895014638617,I am likely correct
"Davide Santon, Dino Zoff and Simone Barone have all played for which national football team?",italy,0.7056505976119553,I think this is correct
The Arsacid Dynasty ruled which country from 250 B.C. until 224 A.D.,persia,0.736885168038373,I think this is correct
Grozny is the capital of what war-torn Russian republic?,chechnya,0.8412059897490753,I am likely correct
"As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?",ian wright,0.8375495933393727,I am likely correct
"What is analysed by, and of special interest to, a 'Graphologist'?",hand writing,0.7913010420035197,I am likely correct
Canal+ TV is based in which country?,france,0.8116574825762803,I am likely correct
What was the name of the meeting held in July 1945 to discuss punishment of Nazi Germany?,potsdam conference,0.81573343048364,I am likely correct
Which US state consist of a single syllable?,maine,0.6551760098197303,I think this is correct
How many herbs and spices make up the secret blend used on Colonel Harland Sanders' most famous creation: his Original Recipe Kentucky Fried Chicken?,11,0.8258858946381903,I am likely correct
What courtesy title is held by the heir to the Marquis of Bath?,viscount weymouth,0.818142303509028,I am likely correct
"To within five years either way, in which year was the Boy Scout movement founded by Robert Baden-Powell?",1907,0.7978956406101834,I am likely correct
The Tivoli Gardens are a tourist attraction in which city?,copenhagen,0.8314429989287795,I am likely correct
What is nicknamed 'The Cathedral of the Railways'?,st pancras,0.6272726382512753,I think this is correct
In the Inspector Morse series what is the christian name of Sergeant Lewis' wife,valerie,0.8496676991908296,I am likely correct
In which 1980 film did Robert De Niro play the boxer Jake La Motta?,raging bull,0.7983714895524086,I am likely correct
In which country was the 2006 FIFA World Cup held?,germany,0.8547496626656692,I am likely correct
"Travelling up the St Lawrence River from its mouth, which is the first major city on its shores?",quebec,0.7688710597469991,I am likely correct
Pulex irritans is the Latin name for which insect?,flea,0.7775264323734168,I am likely correct
Virginia Wade won 4 Women’s Doubles titles at Grand Slam events (but not Wimbledon). Which Australian was her partner each time?,margaret court,0.7471660063104769,I think this is correct
What lake can be found on the border of Vermont and New York?,lake champlain,0.8084690596249302,I am likely correct
"In the 1930s, who was the first to win all 4 tennis Grand Slam titles?",fred perry,0.7455935963087896,I think this is correct
Haematite is an ore of which metal?,iron,0.8359738919853308,I am likely correct
The Alfred Hitchcock films Rebecca and The Birds were based on novels by which author?,daphne du maurier,0.8408581559575172,I am likely correct
"What kind of disaster claimed some 100,000 lives in Armenia in 1988?",earthquake,0.6200650587602092,I think this is correct
Rarely is the question asked: Is our children learning?,george w bush,0.6976045871404061,I think this is correct
In which sci fi classic did the space ship Nostromo first appear?,alien,0.8223429770240348,I am likely correct
What brand name are Chuck Taylor sneakers sold under?,converse,0.7892786061486522,I am likely correct
Which statesman was known as the Iron Chancellor?,otto van bismark,0.8271189597634836,I am likely correct
Who was the longest reigning British king?,george iii,0.8894632893648928,I am likely correct
"What grammatical term, from Greek 'form', is a single indivisible part of a word having meaning or linguistic purpose?",morpheme,0.7938166623811118,I am likely correct
Who led the quest for the golden fleece,jason,0.7668977815706142,I am likely correct
"In the 1999 film Stuart Little, who plays the part of Mrs Eleanor Little?",geena davis,0.7805247941758052,I am likely correct
"Which racecourse, home to the King George VI steeplechase, is situated at Sunbury on Thames?",kempton park,0.7666611328455017,I am likely correct
"""Who was the fourth (and the first female) Prime Minister of the State of Israel, who was described as the """"Iron Lady"""" (before Margaret Thatcher), """"the best man in the government"""" and the """"strong-willed, straight-talking, grey-bunned grandmother of the Jewish people""""?""",golda meir,0.7620750346788132,I am likely correct
Which European country has Switzerland to the west Austria to the east?,lichtenstein,0.7571430378047075,I am likely correct
Which female singer had a top ten hit in 1998 with My Favourite Mistake,sheryl crow,0.5650776846422245,I am unsure
Who played the part of 'Alice Tinker' in 'The Vicar Of Dibley'?,emma chambers,0.6322914995965343,I think this is correct
Which football league championship side plays home games at Keepmoat Stadium?,doncaster rovers,0.7563121480178588,I am likely correct
Which British daily newspaper is published in the Berliner format?,guardian,0.5986702289459697,I am unsure
"To what country does the island of Leyte belong, known for the Battle of Leyte Gulf in WW2?",philippines,0.8592227407580443,I am likely correct
"Which character has been played by Jack Lord, Cec Linder, Rik Van Nutter, Norman Burton, David Hedison, John Terry, David Hedison and Jeffrey Wright?",felix leiter,0.505432178259513,I am unsure
Who founded the 'Quakers' in the 17th century?,george fox,0.8486777631545894,I am likely correct
"Which Shakespeare comedy is set in Messina, Italy?",much ado about nothing,0.643280596519735,I think this is correct
"May 28, 1998 saw the death of what Saturday Night Live alum, and voice of Lionel Hutz and Troy McClure on The Simpsons, who was shot while he slept by his wife Brynn Omdahl?",phil hartman,0.6275156528175323,I think this is correct
The medieval practice of appointing a cardinal who was a nephew of a pope gives us which English word that means bestowing favors to relatives/friends?,nepotism,0.6321438195200301,I think this is correct
From which 1968 film did English band Duran Duran take their name?,barbarella,0.5740189558159612,I am unsure
"How many of his 45 races did Mike Hawthorn, a former Formula One motor racing world champion, win?",three,0.8141655595220898,I am likely correct
Which group had a hit album titled Breakfast In America,supertramp,0.666231734962878,I think this is correct
"Generals Gallieni, Manoury, Joffre, French, von Kluck, von Blow and von Moltke were involved in which battle that stopped the German advance in 1914 during World War I?",battle of marne,0.7766848943726665,I am likely correct
The 'Scharnhorst' and the 'Prinz Eugen' defied the Royal Navy to sail the length of the English Channel when escaping from Breste in 1942. Which other German battlecruiser was involved in the escape?,gneisenau,0.661760801064587,I think this is correct
"First released in 1969, which single gave David Bowie his first No. 1 in 1975?",space oddity,0.6685321582881028,I think this is correct
Which country in Europe has the highest average elevation?,andorra,0.8391082948246518,I am likely correct
What are the table-top mountains found in the Guiana Highlands of South America (especially Venezuela) that inspired Arthur Conan Doyle's The Lost World and also appear prominently in the landscapes of the Pixar hit Up?,tepuis,0.7322674020197887,I think this is correct
"Argentina invaded UK's Falkland Islands, Israel invaded Southern Lebanon, Canada became officially independent of the UK, Leonid Brezhnev, leader of the USSR, died, all in what year?",1982,0.7304767865202603,I think this is correct
"""Which make of car is advertised under the slogan """"Vorsprung Durch Technik""""?""",audi,0.8201725100771768,I am likely correct
Who wrote The Railway Children?,edith nesbit,0.7488616128072249,I think this is correct
Which Roman road led from Rome to Brindisi?,appian way,0.7919990112015547,I am likely correct
In which county is the polo venue of Cowdray Park?,west sussex,0.8283789525196272,I am likely correct
What was the name of the ferry that capsized after leaving Zeebrugge in 1987,herald of free enterprise,0.5433753603638154,I am unsure
Maria Fitzherbert was ‘married’ to which British monarch?,george iv,0.7567413121221431,I am likely correct
What name is given to a positive whole number that can only be divided by 1 or itself?,prime,0.8858916548101661,I am likely correct
What type of creature is a fennec?,fox,0.826067471511692,I am likely correct
"What Australian weekly magazine founded by two Sydney journalists, J.F. Archibald and John Haynes, which first appeared on 31 January 1880, ceased publication on 23 January 2008?",bulletin,0.6754723908956337,I think this is correct
Which US President died in office in July 1850 to be succeeded by his Vice President Millard Fillmore?,zachary taylor,0.7631401972567412,I am likely correct
"Which Sanskrit word appears as a concept in both Buddhism and Hinduism, etc., and means Law or Natural Law?",dharma,0.8107707354552774,I am likely correct
What had Edmond Hillary worked at before taking up mountain climbing?,bee keeping,0.6722157592883002,I think this is correct
"Alan Coren, who died in 2007, and Sandi Tostvig were rival captains on which TV game show?",call my bluff,0.6203755693002619,I think this is correct
"What is the name of the parson mentioned in the lyrics of the Christmas carol ""Winter Wonderland""?",brown,0.7744465516747174,I am likely correct
What pay-per view wrestling event was held for the first time in 1985?,wrestlemania,0.6657973963429941,I think this is correct
"January 3, 1924 saw Howard Carter discover what famous Egyptian pharaoh?",king tutankhamun,0.8202441183528068,I am likely correct
"Which is the style of music, characterised by staccato offbeat rhythms, and owing much to the influence of mento, jazz, ska and rhythm and blues?",reggae,0.7551342109874043,I am likely correct
Andrew Robson writes a daily column for The Times on what topic?,bridge,0.6964476655767227,I think this is correct
What is the term for the reddish-brown hydrated oxide formed on iron?,rust,0.8544839338146523,I am likely correct
In which Irish county is the castle that contains the famous 'Blarney Stone'?,county cork,0.8362842444355926,I am likely correct
What colour is the wax covering Gouda cheese,yellow,0.8363678584250698,I am likely correct
Which Joan's career revived in Whatever Happened to Baby Jane?,crawford,0.6659388094906188,I think this is correct
For which team did Babe Ruth blast his last Major League home run?,boston braves,0.8006558550782863,I am likely correct
Abraham Maslow's 'Hierarchy of Needs' theory explains?,motivation,0.8260129637845471,I am likely correct
I Drove All Night in 1993 was the last solo UK chart entry for which singer?,roy orbison,0.7064915191358,I think this is correct
Rickets is caused by a lack of what essential element?,calcium,0.8794715917842615,I am likely correct
"Fidel Castro, former President of Cuba, ordered which board game to be destroyed when he took power?",monopoly,0.7031511951363625,I think this is correct
What international organisation was created in 1958 to bring about economic integration between European nations?,eec,0.7709133092709857,I am likely correct
Which hit programme is filmed in a tent at Harptree Court in Somerset?,great british bake off,0.6047200108836625,I think this is correct
"""In New Zealand, the word """"moko"""" refers to a type of what?""",tattoo,0.8481435283658589,I am likely correct
"What is the medical description of the loss of hair from the head or body, sometimes to the extent of baldness?",alopecia,0.887288915834313,I am likely correct
What is a group of jellyfish called?,smack,0.8394042229247964,I am likely correct
What is the capital of Uzbekistan?,tashkent,0.8453255830947247,I am likely correct
The flag of the Great Socialist People's Libyan Arab Jamahiriya was what single colour?,green,0.7922815722965532,I am likely correct
Electric Christmas tree lights were first used in what year?,1882,0.759354806843227,I am likely correct
"""The """"Three Laws of Motion"""" are named after which scientist who published them in 1687?""",isaac newton,0.9123308673211495,I am certain
"""Which actress played 'Valeria"""" in the film Carry On Screaming?""",fenella fielding,0.6766786345381449,I think this is correct
Which county won the 2013 Cricket County Championship?,durham,0.7477821545981862,I think this is correct
Complete the title of the Woody Allen directed film 'Vicky Christina .,barcelona,0.6636699208673086,I think this is correct
In Osacar Wilde's The Importance of Being Earnest who utters the line 'a handbag' ?,lady bracknell,0.7557419315264434,I am likely correct
Who was Manchester United manager immediately prior to Alex Ferguson?,ron atkinson,0.8024879317062411,I am likely correct
"Angela Grisanti Vecchio, Stanley Zbornak, Clayton Hollingsworth and Salvadore Petrillo are characters in what US television series?",golden girls,0.5551186682488582,I am unsure
What was the name of the oil company was founded by John D. Rockefeller in 1870?,standard,0.8426699631975353,I am likely correct
Which British Prime Minister married Clementine Hozier on September 12th 1908?,winston churchill,0.8246571057526978,I am likely correct
"In most constellations, which letter of the Greek alphabet was designated by German astronomer Johann Bayer to the brightest star?",alpha,0.712046063948349,I think this is correct
"What was the 42nd state to join the Union on Nov 11, 1889?",washington,0.7879664710892995,I am likely correct
In which Charles Dickens novel does the character Mr M Choakumchild appear?,hard times,0.6869947618497962,I think this is correct
What was the name of the character played by Chuck Connors in The Rifleman,lucas mccain,0.7842580429835889,I am likely correct
Which kiddies story book character is called Oui Oui in France?,noddy,0.7117948873295793,I think this is correct
What name is given to the study of insects ?,entomology,0.8096517221418043,I am likely correct
What is the currency of the middle eastern country of Qatar?,rial,0.8418272553802139,I am likely correct
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,wild palms,0.5736462645408025,I am unsure
"Malaikah in the Qur'an, and Mal'akh in the Hebrew Bible?",angel,0.8409568367675972,I am likely correct
"Name the head of the 'whistleblowing' website Wikileaks, in the news during 2010 after publishing thousands of sensitive government and military documents?",julian assange,0.6764138668846575,I think this is correct
How many characters are there in the Russian Cyrillic alphabet?,33,0.8169279188013013,I am likely correct
In what capacity did author Ernest Hemingway serve during the First World War?,ambulance driver,0.7058100335634768,I think this is correct
Who did Dr. Crippen murder?,his wife,0.7735529346795598,I am likely correct
Who wrote the 1930’s novel ‘Tender is the Night’?,f scott fitzgerald,0.8322748880201002,I am likely correct
"""Which composer's operas are famously staged in the town of Bayreuth (say """"Bye-royt"""")?""",richard wagner,0.7884537478727116,I am likely correct
Leonidas was the king of what city-state?,sparta,0.7794542893135545,I am likely correct
"""The opera """"Duke Bluebeard's Castle"""" and the ballet """"The Wooden Prince"""" are the works of which composer?""",bartok,0.7107777251705494,I think this is correct
"On this day (4th Aug) in 2002, the schoolgirls Jessica Chapman and Holly Wells went missing from which town in Cambridgeshire?",soham,0.7383705838870229,I think this is correct
Pelagic refers to the open what?,sea,0.8363744006429666,I am likely correct
What are the names of Donald Duck's three nephews?,huey dewey and louie,0.8238387583639691,I am likely correct
The expression 'Go West' originally (mid-1800s) encouraged people to move from/within?,america,0.7880935279243527,I am likely correct
"In internet/texting parlance, what does tl;dr mean?",too long didn t read,0.8208179709016623,I am likely correct
Brown Willy is the highest point in which county?,cornwall,0.7484140933521034,I think this is correct
Where is The Bridge of Sighs?,venice,0.817126765557043,I am likely correct
"""Which 17th century philosopher, mathematician, scientist, and writer provided the basis for the calculus of Newton and Leibniz by applying infinitesimal calculus to """"the tangent line problem""""?""",ren descartes,0.7661747611120685,I am likely correct
‘When Will You Marry?’ became the world’s most expensive work of art when it was sold,paul gauguin,0.757931239525251,I am likely correct
"""""""Andre 3000"""" & """"Big Boi"""" make up which hip hop duo?""",outkast,0.8263870927059044,I am likely correct
In the magic roundabout what kind of creature was Brian ?,snail,0.7379501316448979,I think this is correct
Creme Anglaise is the French version of which English dessert item?,custard,0.7727434543287747,I am likely correct
Late British singer-songwriter John Simon Ritchie was better known by what name?,sid vicious,0.7596110138532571,I am likely correct
"At which English racecourse did two horses collapse and die in the parade ring due to electrocution, in February 2011?",newbury,0.7543827147764638,I am likely correct
The Han ethnic people constitute c.90% of mainland?,china,0.7110206576162547,I think this is correct
Which Asian country was once called Siam?,thailand,0.7714004704540536,I am likely correct
Which city was formerly known as “Edo”?,tokyo,0.8024196912787445,I am likely correct
How many books are there in the New Testament of the Bible?,27,0.8511276009671991,I am likely correct
On a clothing label a cross through what shape means 'Do Not Dry Clean'?,circle,0.7614124295655826,I am likely correct
"Harvey Littleton, Dominick Labino, Dale Chihuly, Dante Marioni, Fritz Driesbach and Marvin Lipofsky are associated with producing art from what material?",glass,0.7262367682302526,I think this is correct
Dilma Rousseff was elected the first female president of which country in October 2010?,brazil,0.8700548840514525,I am likely correct
"In 1941, Iran was invaded by Britain and which other country?",russia,0.778989881087251,I am likely correct
"Colin Meads, nicknamed 'Pinetree', a former rugby union footballer who played 55 test matches for his national team from 1957 until 1971 and was named his country's Player of the Century, represented which country?",new zealand,0.7977206771025734,I am likely correct
"May 15, 1940 saw what fast food chain get started in San Bernadino, CA?",mcdonald s,0.6872241057136033,I think this is correct
What is the official language of the People's Republic of Bangladesh?,bengali,0.8249590251142591,I am likely correct
"""The Tiergarten, German for """"Animal Garden"""", is the name of both a park and a locality in which city?""",berlin,0.802488711340213,I am likely correct
"Which famous actor is well known for his voice over work, including the ""This is CNN"" tag and the voice of Darth Vader in the Star Wars film franchise?",james earl jones,0.561623885137638,I am unsure
What is the capital city of Saudi Arabia?,riyadh,0.8831214198362756,I am likely correct
Wolf Mankowitz wrote the 1953 novel ‘A Kid For Two….’what’?,farthings,0.7658449938693651,I am likely correct
What is the minimum number of darts a person needs to throw to complete a leg from 501?,9,0.7083513524135703,I think this is correct
"According to the late Dr Robert Atkins, what kind of nutrient will 'make you fat'?",carbohydrates,0.8071039013257213,I am likely correct
What house in New Orleans has been the ruin of many a poor boy?,house of rising sun,0.5849186907826122,I am unsure
"""What, in 2010, was Pope Benedict reported to have described as an """"...expression of the gift of oneself to God and others..""""?""",celibacy,0.6542561788507546,I think this is correct
In which year did South Korea hold its first 'Grand Prix' motor race?,2010,0.76707019584073,I am likely correct
"On August 15th 1914, the SS Ancon became the first ship to officially do what?",transit panama canal,0.7724474419763607,I am likely correct
What world leader introduced Glasnost and Perestroika?,mikhail gorbachev,0.8026816852108569,I am likely correct
"The fictional country of the Republic of Elbonia, supposedly somewhere in the former Soviet bloc, is featured in which comic strip?",dilbert,0.7106793626168374,I think this is correct
The adjective leporine relates to which animal?,hare,0.8247908692338706,I am likely correct
"""Who wrote, directed, and starred in """"Citizen Kane""""?""",orson welles,0.8485542752633484,I am likely correct
How many Copa de America winners medals did Pele and Maradona win between them?,0,0.8650212513296033,I am likely correct
What was the name of Catherine Zeta Jones character in The Darling Buds of May,mariette,0.7264854561993381,I think this is correct
‘Divine Wind’ is the English translation of which Japanese word?,kamikaze,0.7607508297872203,I am likely correct
Which shipyard built the 'Titanic'?,harland wolff,0.7689745259810086,I am likely correct
Which cricketing nation was first granted Test status in 2000?,bangladesh,0.7663276056801259,I am likely correct
Who was the first woman to be seen on Channel 4,carol vorderman,0.7104461023566405,I think this is correct
"A former software engineer, who created the comic strip character Dilbert?",scott adams,0.5826962828090143,I am unsure
Which major city is situated at the mouth of the Yangtze River in China?,shanghai,0.7693415994529191,I am likely correct
What is the national anthem of the USA called?,star spangled banner,0.7903225096201691,I am likely correct
A throw of which number on each of a pair of dice is known as Snake Eyes?,one,0.803276532524233,I am likely correct
In which city did Field Marshal Freidrich Paulus surrender in January 1943?,stalingrad,0.7883599775880771,I am likely correct
What colour are the flowers of a hawkbit plant?,yellow,0.8112437988737777,I am likely correct
"What is the third largest port of Belgium, accessed by a canal 200 metres (660 feet) wide and 32 kilometres (20 miles) long, which ends near the Dutch port of Terneuzen?",ghent,0.7014580525661749,I think this is correct
The Sinai Peninsula is part of which country?,egypt,0.8131274811725576,I am likely correct
Spiro Agnew was US vice-president to which president?,richard nixon,0.8668780623422999,I am likely correct
What was the language of the Roman Empire?,latin,0.7763520700437411,I am likely correct
Who created the Miss World pageant?,eric morley,0.767596567570351,I am likely correct
"Which children's fictional character lives at 32, Windsor Gardens, London?",paddington bear,0.7795317941697036,I am likely correct
"Which wife of Henry VIII had already married twice before she became queen, and married for a fourth time after Henry's death?",catherine parr,0.7204299093079537,I think this is correct
"John Crome was the main artist of which group of English painters, named after the city where he was born?",norwich school,0.5929177415184269,I am unsure
The name of Niccolo Paganini is associated with which instrument?,violin,0.8125829360294654,I am likely correct
"The dance fitness programme, the Zumba, originated in which country?",colombia,0.7261552242659554,I think this is correct
Which super-tanker ran aground near Milford Haven in 1996,sea empress,0.5398626450344522,I am unsure
"""""""Give me Liberty, or give me Death!"""" is a quotation attributed to which speaker at a court hearing on 23 March 1775, at St. John's Church in Richmond, Virginia?""",patrick henry,0.7450961962755073,I think this is correct
What part of the human body is affected by 'iritis'?,eye,0.8544622555467009,I am likely correct
Stella Rimington was the first female head of which organisation?,mi5,0.7649097313770635,I am likely correct
What was bandleader Joe Loss's signature tune,in mood,0.6766846664085319,I think this is correct
"Which peninsula has the Mediterranean Sea to the south, the Aegean Sea to the west and the Black Sea to the north, and is separated from Europe by the Dardanelles and the Bosphorus?",asia minor,0.8107476614632161,I am likely correct
What epitaph is on Frank Sinatra's tombstone?,best is yet to come,0.7256432144888109,I think this is correct
In what country is 'Mt. Everest'?,nepal,0.8248985601654925,I am likely correct
"What was the occupation of St Peter, the leader of the Apostles?",fisherman,0.7600920771843124,I am likely correct
Who played Bond villain Scaramanga in The Man with the Golden Gun?,christopher lee,0.7872373611698716,I am likely correct
Whose 1995 best seller argues that our universe is part of a super universe?,stephen hawking,0.714376463683542,I think this is correct
Bring on the Empty Horses was the sequel to which other David Niven Autobiography/Memoir ?,moon s balloon,0.6670471491273419,I think this is correct
The organisation Spectrum appeared in which Gerry Anderson TV series?,captain scarlet and mysterons,0.6981901733804418,I think this is correct
The most southerly part of mainland Australia is in which state?,victoria,0.7750529670116859,I am likely correct
A Violent Storm is which number on the Beaufort Scale?,11,0.7845280982548396,I am likely correct
In which city was Michael Jackson born?,gary indiana,0.8574463306021017,I am likely correct
From which film did the Oscar winning song `Up Where We Belong' come?,officer and gentleman,0.6339956260196724,I think this is correct
Maria Dickin was the founder of which British animal charity in 1917?,peoples dispensary for sick animals,0.7383451561410019,I think this is correct
"Released in 1962, which was the first of the 'Carry On ....' films to be released in colour?",carry on cruising,0.7309255606455285,I think this is correct
What is the currency of Pakistan?,rupee,0.8329590597372253,I am likely correct
Acura is the luxury division of what major automaker?,honda,0.820089382601758,I am likely correct
"When the egg is released from the ovary, what is left behind?",corpus luteum,0.7401718607153319,I think this is correct
What celestial object was visited by the New Horizons spacecraft in 2015?,pluto,0.8097050990213434,I am likely correct
"Canadian Florence Nightingale Graham dropped out of nursing school in Toronto and joined her elder brother in New York City, working as a bookkeeper for the E.R. Squibb Pharmaceuticals Company. By what name is she better known?",elizabeth arden,0.7789775968037732,I am likely correct
A dress worn at President John F Kennedy's birthday party at Madison Square Garden on 19 May 1962 was sold at auction in 1999 for $1.26 million. Who wore it at the party?,marilyn munroe,0.7948797502487125,I am likely correct
The most northerly point of mainland Europe is in which country?,norway,0.7296667021218857,I think this is correct
"What paraffin-derived clear, transparent liquid developed in 1924 by W. J. Stoddard and Lloyd E. Jackson began to be used by dry cleaners in 1928 and has become a common organic solvent used in painting and decorating?",white spirit,0.6529627762864804,I think this is correct
What is the main ingredient in borscht?,beetroot,0.817662586606326,I am likely correct
Which global confectioner started its business in 1920 making 'gummibärchen'?,haribo,0.6349241825060276,I think this is correct
Which actress played The Sculptress on TV?,pauline quirke,0.6556246480609242,I think this is correct
"""What Canadian province's name is Latin for """"New Scotland""""?""",nova scotia,0.7962305866242869,I am likely correct
Who opened the Sydney Opera House in 1973,queen,0.6522191569067678,I think this is correct
"Which mythological lumberjack, usually believed to be a giant, was first documented in the work of US journalist James MacGillivray in 1910?",paul bunyan,0.5709874785641337,I am unsure
